timestamp,session_id,user_id,persona,module,endpoint,method,status_code,response_time_ms
2026-08-07 20:28:11,S00006,U8019,Premium,Search,/search,GET,200,228
2026-08-07 20:28:26,S00006,U8019,Premium,Catalog,/product,GET,200,272
2026-08-07 20:28:40,S00006,U8019,Premium,Cart,/cart,POST,503,455
2026-08-07 20:28:58,S00006,U8019,Premium,Checkout,/checkout,POST,500,607
2026-08-07 20:29:00,S00006,U8019,Premium,Payment,/payment,POST,200,1496
2026-08-07 20:19:41,S00007,U6573,Guest,Authentication,/login,POST,200,196
2026-08-07 20:19:51,S00007,U6573,Guest,Catalog,/products,GET,200,228
2026-08-07 20:20:09,S00007,U6573,Guest,Search,/search,GET,200,204
2026-08-07 20:20:20,S00007,U6573,Guest,Catalog,/product,GET,200,335
2026-08-07 20:20:28,S00007,U6573,Guest,Cart,/cart,POST,200,228
2026-08-07 20:20:35,S00007,U6573,Guest,Checkout,/checkout,POST,200,893
2026-08-07 20:20:47,S00007,U6573,Guest,Payment,/payment,POST,200,1300
2026-08-07 21:57:58,S00008,U6038,Guest,Authentication,/login,POST,200,100
2026-08-07 21:58:15,S00008,U6038,Guest,Catalog,/products,GET,500,117
2026-08-07 21:58:21,S00008,U6038,Guest,Search,/search,GET,200,215
2026-08-07 21:58:28,S00008,U6038,Guest,Catalog,/product,GET,200,187
2026-08-07 21:58:43,S00008,U6038,Guest,Cart,/cart,POST,200,258
2026-08-07 21:58:51,S00008,U6038,Guest,Checkout,/checkout,POST,200,669
2026-08-07 21:59:04,S00008,U6038,Guest,Payment,/payment,POST,200,1248
2026-08-07 20:44:15,S00009,U2982,Guest,Authentication,/login,POST,200,85
2026-08-07 20:44:24,S00009,U2982,Guest,Catalog,/products,GET,200,250
2026-08-07 20:44:28,S00009,U2982,Guest,Search,/search,GET,200,180
2026-08-07 20:44:31,S00009,U2982,Guest,Catalog,/product,GET,200,340
2026-08-07 20:44:49,S00009,U2982,Guest,Cart,/cart,POST,200,271
2026-08-07 20:45:06,S00009,U2982,Guest,Checkout,/checkout,POST,200,569
2026-08-07 20:45:23,S00009,U2982,Guest,Payment,/payment,POST,200,1048
2026-08-07 20:56:57,S00010,U4119,Guest,Authentication,/login,POST,200,170
2026-08-07 20:57:13,S00010,U4119,Guest,Catalog,/products,GET,200,286
2026-08-07 20:57:18,S00010,U4119,Guest,Search,/search,GET,200,181
2026-08-07 20:57:30,S00010,U4119,Guest,Catalog,/product,GET,200,324
2026-08-07 20:57:39,S00010,U4119,Guest,Cart,/cart,POST,200,248
2026-08-07 20:57:55,S00010,U4119,Guest,Checkout,/checkout,POST,200,493
2026-08-07 20:58:05,S00010,U4119,Guest,Payment,/payment,POST,200,1273
2026-08-07 21:27:08,S00011,U8260,Premium,Authentication,/login,POST,200,218
2026-08-07 21:27:12,S00011,U8260,Premium,Catalog,/products,GET,200,292
2026-08-07 21:27:19,S00011,U8260,Premium,Search,/search,GET,200,358
2026-08-07 21:27:27,S00011,U8260,Premium,Catalog,/product,GET,200,341
2026-08-07 21:27:30,S00011,U8260,Premium,Cart,/cart,POST,200,234
2026-08-07 21:27:44,S00011,U8260,Premium,Checkout,/checkout,POST,200,621
2026-08-07 21:28:00,S00011,U8260,Premium,Payment,/payment,POST,200,1092
2026-08-07 20:06:05,S00012,U3536,Guest,Authentication,/login,POST,200,218
2026-08-07 20:06:17,S00012,U3536,Guest,Catalog,/products,GET,200,114
2026-08-07 20:06:34,S00012,U3536,Guest,Search,/search,GET,200,407
2026-08-07 20:06:52,S00012,U3536,Guest,Catalog,/product,GET,200,160
2026-08-07 20:07:10,S00012,U3536,Guest,Cart,/cart,POST,200,191
2026-08-07 20:07:14,S00012,U3536,Guest,Checkout,/checkout,POST,200,419
2026-08-07 20:07:23,S00012,U3536,Guest,Payment,/payment,POST,200,1213
2026-08-07 21:27:51,S00013,U1651,Premium,Authentication,/login,POST,200,213
2026-08-07 21:28:01,S00013,U1651,Premium,Catalog,/products,GET,200,152
2026-08-07 21:28:13,S00013,U1651,Premium,Search,/search,GET,200,272
2026-08-07 21:28:19,S00013,U1651,Premium,Catalog,/product,GET,200,291
2026-08-07 21:28:35,S00013,U1651,Premium,Cart,/cart,POST,200,311
2026-08-07 21:28:39,S00013,U1651,Premium,Checkout,/checkout,POST,200,359
2026-08-07 21:28:44,S00013,U1651,Premium,Payment,/payment,POST,200,875
2026-08-07 20:07:29,S00014,U5345,Guest,Authentication,/login,POST,200,142
2026-08-07 20:07:36,S00014,U5345,Guest,Orders,/orders,GET,200,404
2026-08-07 20:07:47,S00014,U5345,Guest,Orders,/track-order,GET,200,235
2026-08-07 20:07:58,S00014,U5345,Guest,Authentication,/logout,GET,200,53
2026-08-07 21:39:27,S00015,U5333,Guest,Authentication,/login,POST,200,119
2026-08-07 21:39:35,S00015,U5333,Guest,Orders,/orders,GET,200,355
2026-08-07 21:39:45,S00015,U5333,Guest,Orders,/track-order,GET,200,229
2026-08-07 21:39:48,S00015,U5333,Guest,Authentication,/logout,GET,200,51
2026-08-07 20:15:57,S00016,U1722,Guest,Authentication,/login,POST,200,147
2026-08-07 20:16:13,S00016,U1722,Guest,Catalog,/products,GET,200,241
2026-08-07 20:16:15,S00016,U1722,Guest,Search,/search,GET,200,207
2026-08-07 20:16:21,S00016,U1722,Guest,Catalog,/product,GET,200,259
2026-08-07 20:16:34,S00016,U1722,Guest,Cart,/cart,POST,200,448
2026-08-07 20:16:49,S00016,U1722,Guest,Checkout,/checkout,POST,200,480
2026-08-07 20:17:02,S00016,U1722,Guest,Payment,/payment,POST,200,1720
2026-08-07 21:29:09,S00017,U6862,Guest,Authentication,/login,POST,200,106
2026-08-07 21:29:24,S00017,U6862,Guest,Catalog,/products,GET,200,258
2026-08-07 21:29:33,S00017,U6862,Guest,Search,/search,GET,500,233
2026-08-07 21:29:40,S00017,U6862,Guest,Catalog,/product,GET,200,345
2026-08-07 21:29:47,S00017,U6862,Guest,Cart,/cart,POST,200,320
2026-08-07 21:30:02,S00017,U6862,Guest,Checkout,/checkout,POST,200,604
2026-08-07 21:30:07,S00017,U6862,Guest,Payment,/payment,POST,200,1191
2026-08-07 21:00:56,S00018,U4644,Guest,Homepage,/homepage,GET,200,42
2026-08-07 21:01:05,S00018,U4644,Guest,Catalog,/products,GET,200,157
2026-08-07 21:01:13,S00018,U4644,Guest,Search,/search,GET,200,354
2026-08-07 21:01:17,S00018,U4644,Guest,Homepage,/exit,GET,200,50
2026-08-07 21:53:17,S00019,U9346,Buyer,Authentication,/login,POST,200,217
2026-08-07 21:53:19,S00019,U9346,Buyer,Catalog,/products,GET,200,129
2026-08-07 21:53:29,S00019,U9346,Buyer,Search,/search,GET,200,241
2026-08-07 21:53:39,S00019,U9346,Buyer,Catalog,/product,GET,200,129
2026-08-07 21:53:54,S00019,U9346,Buyer,Cart,/cart,POST,200,326
2026-08-07 21:54:06,S00019,U9346,Buyer,Checkout,/checkout,POST,200,796
2026-08-07 21:54:24,S00019,U9346,Buyer,Payment,/payment,POST,200,918
2026-08-07 19:58:19,S00020,U5173,Guest,Homepage,/homepage,GET,200,53
2026-08-07 19:58:27,S00020,U5173,Guest,Catalog,/products,GET,200,193
2026-08-07 19:58:39,S00020,U5173,Guest,Search,/search,GET,200,310
2026-08-07 19:58:44,S00020,U5173,Guest,Homepage,/exit,GET,200,43
2026-08-07 20:53:02,S00021,U6067,Premium,Authentication,/login,POST,200,155
2026-08-07 20:53:10,S00021,U6067,Premium,Catalog,/products,GET,200,207
2026-08-07 20:53:24,S00021,U6067,Premium,Search,/search,GET,200,239
2026-08-07 20:53:35,S00021,U6067,Premium,Catalog,/product,GET,200,223
2026-08-07 20:53:37,S00021,U6067,Premium,Cart,/cart,POST,200,305
2026-08-07 20:53:52,S00021,U6067,Premium,Checkout,/checkout,POST,200,679
2026-08-07 20:54:08,S00021,U6067,Premium,Payment,/payment,POST,200,1491
2026-08-07 21:08:28,S00022,U3780,Premium,Authentication,/login,POST,200,165
2026-08-07 21:08:37,S00022,U3780,Premium,Catalog,/products,GET,200,272
2026-08-07 21:08:45,S00022,U3780,Premium,Search,/search,GET,200,225
2026-08-07 21:08:54,S00022,U3780,Premium,Catalog,/product,GET,200,241
2026-08-07 21:08:58,S00022,U3780,Premium,Cart,/cart,POST,200,383
2026-08-07 21:09:06,S00022,U3780,Premium,Checkout,/checkout,POST,200,743
2026-08-07 21:09:15,S00022,U3780,Premium,Payment,/payment,POST,200,951
2026-08-07 21:47:53,S00023,U2746,Buyer,Authentication,/login,POST,200,212
2026-08-07 21:48:02,S00023,U2746,Buyer,Catalog,/products,GET,200,131
2026-08-07 21:48:18,S00023,U2746,Buyer,Search,/search,GET,500,421
2026-08-07 21:48:30,S00023,U2746,Buyer,Catalog,/product,GET,200,313
2026-08-07 21:48:48,S00023,U2746,Buyer,Cart,/cart,POST,200,368
2026-08-07 21:49:04,S00023,U2746,Buyer,Checkout,/checkout,POST,200,512
2026-08-07 21:49:21,S00023,U2746,Buyer,Payment,/payment,POST,200,1260
2026-08-07 20:30:45,S00024,U5543,Premium,Authentication,/login,POST,200,150
2026-08-07 20:30:56,S00024,U5543,Premium,Catalog,/products,GET,200,160
2026-08-07 20:31:08,S00024,U5543,Premium,Search,/search,GET,200,426
2026-08-07 20:31:14,S00024,U5543,Premium,Catalog,/product,GET,200,179
2026-08-07 20:31:20,S00024,U5543,Premium,Cart,/cart,POST,200,259
2026-08-07 20:31:35,S00024,U5543,Premium,Checkout,/checkout,POST,200,688
2026-08-07 20:31:50,S00024,U5543,Premium,Payment,/payment,POST,200,863
2026-08-07 20:00:46,S00025,U7381,Premium,Authentication,/login,POST,200,177
2026-08-07 20:00:59,S00025,U7381,Premium,Orders,/orders,GET,200,332
2026-08-07 20:01:14,S00025,U7381,Premium,Orders,/track-order,GET,200,237
2026-08-07 20:01:23,S00025,U7381,Premium,Authentication,/logout,GET,200,102
2026-08-07 21:29:25,S00026,U8956,Guest,Authentication,/login,POST,200,183
2026-08-07 21:29:41,S00026,U8956,Guest,Catalog,/products,GET,500,132
2026-08-07 21:29:43,S00026,U8956,Guest,Search,/search,GET,200,351
2026-08-07 21:29:45,S00026,U8956,Guest,Catalog,/product,GET,200,141
2026-08-07 21:29:51,S00026,U8956,Guest,Cart,/cart,POST,200,386
2026-08-07 21:30:01,S00026,U8956,Guest,Checkout,/checkout,POST,200,738
2026-08-07 21:30:17,S00026,U8956,Guest,Payment,/payment,POST,200,1134
2026-08-07 20:09:16,S00027,U5558,Buyer,Authentication,/login,POST,200,200
2026-08-07 20:09:19,S00027,U5558,Buyer,Catalog,/products,GET,200,189
2026-08-07 20:09:23,S00027,U5558,Buyer,Search,/search,GET,200,170
2026-08-07 20:09:32,S00027,U5558,Buyer,Catalog,/product,GET,200,171
2026-08-07 20:09:38,S00027,U5558,Buyer,Cart,/cart,POST,200,272
2026-08-07 20:09:43,S00027,U5558,Buyer,Checkout,/checkout,POST,200,573
2026-08-07 20:09:53,S00027,U5558,Buyer,Payment,/payment,POST,200,1585
2026-08-07 20:01:36,S00028,U3683,Buyer,Authentication,/login,POST,200,159
2026-08-07 20:01:50,S00028,U3683,Buyer,Catalog,/products,GET,200,201
2026-08-07 20:01:58,S00028,U3683,Buyer,Search,/search,GET,200,188
2026-08-07 20:02:07,S00028,U3683,Buyer,Catalog,/product,GET,200,146
2026-08-07 20:02:18,S00028,U3683,Buyer,Cart,/cart,POST,200,500
2026-08-07 20:02:23,S00028,U3683,Buyer,Checkout,/checkout,POST,200,392
2026-08-07 20:02:38,S00028,U3683,Buyer,Payment,/payment,POST,200,1477
2026-08-07 21:50:22,S00029,U6590,Guest,Homepage,/homepage,GET,200,51
2026-08-07 21:50:35,S00029,U6590,Guest,Catalog,/products,GET,200,262
2026-08-07 21:50:51,S00029,U6590,Guest,Search,/search,GET,200,228
2026-08-07 21:51:09,S00029,U6590,Guest,Homepage,/exit,GET,200,50
2026-08-07 21:18:59,S00030,U8616,Buyer,Homepage,/homepage,GET,200,37
2026-08-07 21:19:08,S00030,U8616,Buyer,Catalog,/products,GET,200,122
2026-08-07 21:19:24,S00030,U8616,Buyer,Search,/search,GET,200,274
2026-08-07 21:19:38,S00030,U8616,Buyer,Homepage,/exit,GET,200,30
2026-08-07 21:47:01,S00031,U3979,Buyer,Authentication,/login,POST,200,146
2026-08-07 21:47:11,S00031,U3979,Buyer,Catalog,/products,GET,200,242
2026-08-07 21:47:19,S00031,U3979,Buyer,Search,/search,GET,200,193
2026-08-07 21:47:34,S00031,U3979,Buyer,Catalog,/product,GET,200,245
2026-08-07 21:47:43,S00031,U3979,Buyer,Cart,/cart,POST,200,393
2026-08-07 21:48:00,S00031,U3979,Buyer,Checkout,/checkout,POST,200,808
2026-08-07 21:48:04,S00031,U3979,Buyer,Payment,/payment,POST,200,1101
2026-08-07 21:02:42,S00032,U6016,Premium,Authentication,/login,POST,200,215
2026-08-07 21:02:54,S00032,U6016,Premium,Catalog,/products,GET,200,190
2026-08-07 21:03:04,S00032,U6016,Premium,Search,/search,GET,200,306
2026-08-07 21:03:09,S00032,U6016,Premium,Catalog,/product,GET,200,304
2026-08-07 21:03:14,S00032,U6016,Premium,Cart,/cart,POST,404,424
2026-08-07 21:03:21,S00032,U6016,Premium,Checkout,/checkout,POST,200,546
2026-08-07 21:03:38,S00032,U6016,Premium,Payment,/payment,POST,200,1083
2026-08-07 20:38:32,S00033,U5636,Guest,Homepage,/homepage,GET,200,34
2026-08-07 20:38:43,S00033,U5636,Guest,Catalog,/products,GET,200,103
2026-08-07 20:38:49,S00033,U5636,Guest,Search,/search,GET,200,290
2026-08-07 20:38:52,S00033,U5636,Guest,Homepage,/exit,GET,200,37
2026-08-07 21:16:28,S00034,U9042,Guest,Authentication,/login,POST,200,152
2026-08-07 21:16:44,S00034,U9042,Guest,Orders,/orders,GET,200,354
2026-08-07 21:16:47,S00034,U9042,Guest,Orders,/track-order,GET,200,164
2026-08-07 21:17:04,S00034,U9042,Guest,Authentication,/logout,GET,200,54
2026-08-07 21:31:49,S00035,U9056,Guest,Authentication,/login,POST,200,93
2026-08-07 21:32:00,S00035,U9056,Guest,Catalog,/products,GET,503,121
2026-08-07 21:32:05,S00035,U9056,Guest,Search,/search,GET,200,435
2026-08-07 21:32:14,S00035,U9056,Guest,Catalog,/product,GET,200,318
2026-08-07 21:32:30,S00035,U9056,Guest,Cart,/cart,POST,200,376
2026-08-07 21:32:45,S00035,U9056,Guest,Checkout,/checkout,POST,200,662
2026-08-07 21:32:48,S00035,U9056,Guest,Payment,/payment,POST,404,1424
2026-08-07 21:28:16,S00036,U4404,Premium,Authentication,/login,POST,200,100
2026-08-07 21:28:23,S00036,U4404,Premium,Catalog,/products,GET,200,241
2026-08-07 21:28:25,S00036,U4404,Premium,Search,/search,GET,200,359
2026-08-07 21:28:42,S00036,U4404,Premium,Catalog,/product,GET,200,194
2026-08-07 21:28:53,S00036,U4404,Premium,Cart,/cart,POST,200,294
2026-08-07 21:29:09,S00036,U4404,Premium,Checkout,/checkout,POST,200,422
2026-08-07 21:29:19,S00036,U4404,Premium,Payment,/payment,POST,200,1606
2026-08-07 21:26:31,S00037,U7965,Guest,Authentication,/login,POST,200,118
2026-08-07 21:26:37,S00037,U7965,Guest,Catalog,/products,GET,200,118
2026-08-07 21:26:48,S00037,U7965,Guest,Search,/search,GET,200,441
2026-08-07 21:27:04,S00037,U7965,Guest,Catalog,/product,GET,200,151
2026-08-07 21:27:15,S00037,U7965,Guest,Cart,/cart,POST,200,356
2026-08-07 21:27:33,S00037,U7965,Guest,Checkout,/checkout,POST,200,855
2026-08-07 21:27:36,S00037,U7965,Guest,Payment,/payment,POST,200,1710
2026-08-07 21:30:09,S00038,U5102,Guest,Authentication,/login,POST,503,85
2026-08-07 21:30:19,S00038,U5102,Guest,Catalog,/products,GET,200,247
2026-08-07 21:30:26,S00038,U5102,Guest,Search,/search,GET,200,390
2026-08-07 21:30:42,S00038,U5102,Guest,Catalog,/product,GET,200,191
2026-08-07 21:30:57,S00038,U5102,Guest,Cart,/cart,POST,200,475
2026-08-07 21:31:01,S00038,U5102,Guest,Checkout,/checkout,POST,200,831
2026-08-07 21:31:13,S00038,U5102,Guest,Payment,/payment,POST,200,1128
2026-08-07 20:37:27,S00039,U6403,Buyer,Authentication,/login,POST,200,182
2026-08-07 20:37:30,S00039,U6403,Buyer,Catalog,/products,GET,200,216
2026-08-07 20:37:40,S00039,U6403,Buyer,Search,/search,GET,200,315
2026-08-07 20:37:54,S00039,U6403,Buyer,Catalog,/product,GET,200,341
2026-08-07 20:37:56,S00039,U6403,Buyer,Cart,/cart,POST,200,486
2026-08-07 20:38:12,S00039,U6403,Buyer,Checkout,/checkout,POST,200,773
2026-08-07 20:38:30,S00039,U6403,Buyer,Payment,/payment,POST,200,1170
2026-08-07 21:13:05,S00040,U8242,Guest,Authentication,/login,POST,200,113
2026-08-07 21:13:21,S00040,U8242,Guest,Catalog,/products,GET,200,278
2026-08-07 21:13:23,S00040,U8242,Guest,Search,/search,GET,200,272
2026-08-07 21:13:34,S00040,U8242,Guest,Catalog,/product,GET,200,261
2026-08-07 21:13:49,S00040,U8242,Guest,Cart,/cart,POST,200,197
2026-08-07 21:13:54,S00040,U8242,Guest,Checkout,/checkout,POST,200,822
2026-08-07 21:14:00,S00040,U8242,Guest,Payment,/payment,POST,200,1310
2026-08-07 21:52:04,S00041,U9337,Premium,Authentication,/login,POST,500,203
2026-08-07 21:52:13,S00041,U9337,Premium,Catalog,/products,GET,200,216
2026-08-07 21:52:27,S00041,U9337,Premium,Search,/search,GET,200,247
2026-08-07 21:52:45,S00041,U9337,Premium,Catalog,/product,GET,200,311
2026-08-07 21:52:49,S00041,U9337,Premium,Cart,/cart,POST,200,291
2026-08-07 21:53:04,S00041,U9337,Premium,Checkout,/checkout,POST,200,698
2026-08-07 21:53:22,S00041,U9337,Premium,Payment,/payment,POST,200,1073
2026-08-07 21:28:12,S00042,U5891,Premium,Authentication,/login,POST,200,205
2026-08-07 21:28:28,S00042,U5891,Premium,Catalog,/products,GET,200,237
2026-08-07 21:28:40,S00042,U5891,Premium,Search,/search,GET,200,432
2026-08-07 21:28:54,S00042,U5891,Premium,Catalog,/product,GET,200,236
2026-08-07 21:29:02,S00042,U5891,Premium,Cart,/cart,POST,200,272
2026-08-07 21:29:11,S00042,U5891,Premium,Checkout,/checkout,POST,200,770
2026-08-07 21:29:28,S00042,U5891,Premium,Payment,/payment,POST,200,1522
2026-08-07 21:27:07,S00043,U7325,Premium,Homepage,/homepage,GET,200,29
2026-08-07 21:27:10,S00043,U7325,Premium,Catalog,/products,GET,200,132
2026-08-07 21:27:22,S00043,U7325,Premium,Search,/search,GET,200,201
2026-08-07 21:27:38,S00043,U7325,Premium,Homepage,/exit,GET,200,23
2026-08-07 21:57:00,S00044,U1251,Premium,Authentication,/login,POST,200,119
2026-08-07 21:57:10,S00044,U1251,Premium,Catalog,/products,GET,200,186
2026-08-07 21:57:24,S00044,U1251,Premium,Search,/search,GET,200,191
2026-08-07 21:57:38,S00044,U1251,Premium,Catalog,/product,GET,200,201
2026-08-07 21:57:55,S00044,U1251,Premium,Cart,/cart,POST,200,427
2026-08-07 21:57:59,S00044,U1251,Premium,Checkout,/checkout,POST,200,590
2026-08-07 21:58:10,S00044,U1251,Premium,Payment,/payment,POST,200,1032
2026-08-07 20:11:49,S00045,U2612,Premium,Homepage,/homepage,GET,200,48
2026-08-07 20:12:00,S00045,U2612,Premium,Catalog,/products,GET,200,107
2026-08-07 20:12:03,S00045,U2612,Premium,Search,/search,GET,200,300
2026-08-07 20:12:18,S00045,U2612,Premium,Homepage,/exit,GET,200,24
2026-08-07 21:21:18,S00046,U3950,Guest,Authentication,/login,POST,200,177
2026-08-07 21:21:27,S00046,U3950,Guest,Catalog,/products,GET,200,227
2026-08-07 21:21:33,S00046,U3950,Guest,Search,/search,GET,200,268
2026-08-07 21:21:43,S00046,U3950,Guest,Catalog,/product,GET,200,237
2026-08-07 21:21:45,S00046,U3950,Guest,Cart,/cart,POST,200,388
2026-08-07 21:21:52,S00046,U3950,Guest,Checkout,/checkout,POST,200,425
2026-08-07 21:22:05,S00046,U3950,Guest,Payment,/payment,POST,200,1401
2026-08-07 20:25:17,S00047,U5097,Buyer,Homepage,/homepage,GET,200,44
2026-08-07 20:25:22,S00047,U5097,Buyer,Catalog,/products,GET,200,160
2026-08-07 20:25:35,S00047,U5097,Buyer,Search,/search,GET,200,444
2026-08-07 20:25:46,S00047,U5097,Buyer,Homepage,/exit,GET,500,20
2026-08-07 21:31:44,S00048,U5497,Guest,Authentication,/login,POST,200,92
2026-08-07 21:32:01,S00048,U5497,Guest,Catalog,/products,GET,200,173
2026-08-07 21:32:10,S00048,U5497,Guest,Search,/search,GET,200,330
2026-08-07 21:32:18,S00048,U5497,Guest,Catalog,/product,GET,200,278
2026-08-07 21:32:24,S00048,U5497,Guest,Cart,/cart,POST,200,471
2026-08-07 21:32:27,S00048,U5497,Guest,Checkout,/checkout,POST,200,666
2026-08-07 21:32:30,S00048,U5497,Guest,Payment,/payment,POST,200,1393
2026-08-07 20:54:49,S00049,U2476,Buyer,Authentication,/login,POST,200,124
2026-08-07 20:55:02,S00049,U2476,Buyer,Catalog,/products,GET,200,235
2026-08-07 20:55:12,S00049,U2476,Buyer,Search,/search,GET,200,234
2026-08-07 20:55:29,S00049,U2476,Buyer,Catalog,/product,GET,200,326
2026-08-07 20:55:41,S00049,U2476,Buyer,Cart,/cart,POST,200,208
2026-08-07 20:55:45,S00049,U2476,Buyer,Checkout,/checkout,POST,200,494
2026-08-07 20:55:54,S00049,U2476,Buyer,Payment,/payment,POST,200,1680
2026-08-07 20:00:00,S00050,U6992,Guest,Homepage,/homepage,GET,200,36
2026-08-07 20:00:16,S00050,U6992,Guest,Catalog,/products,GET,200,194
2026-08-07 20:00:26,S00050,U6992,Guest,Search,/search,GET,200,449
2026-08-07 20:00:39,S00050,U6992,Guest,Homepage,/exit,GET,200,23
2026-08-07 21:14:45,S00051,U1410,Premium,Authentication,/login,POST,200,163
2026-08-07 21:14:54,S00051,U1410,Premium,Orders,/orders,GET,200,212
2026-08-07 21:15:10,S00051,U1410,Premium,Orders,/track-order,GET,200,177
2026-08-07 21:15:15,S00051,U1410,Premium,Authentication,/logout,GET,200,57
2026-08-07 20:30:09,S00052,U5986,Buyer,Authentication,/login,POST,200,217
2026-08-07 20:30:25,S00052,U5986,Buyer,Catalog,/products,GET,200,194
2026-08-07 20:30:40,S00052,U5986,Buyer,Search,/search,GET,200,450
2026-08-07 20:30:46,S00052,U5986,Buyer,Catalog,/product,GET,200,346
2026-08-07 20:30:51,S00052,U5986,Buyer,Cart,/cart,POST,200,400
2026-08-07 20:31:01,S00052,U5986,Buyer,Checkout,/checkout,POST,200,383
2026-08-07 20:31:09,S00052,U5986,Buyer,Payment,/payment,POST,200,1254
2026-08-07 20:48:15,S00053,U6942,Guest,Authentication,/login,POST,200,219
2026-08-07 20:48:28,S00053,U6942,Guest,Catalog,/products,GET,200,115
2026-08-07 20:48:36,S00053,U6942,Guest,Cart,/cart,POST,200,212
2026-08-07 20:48:52,S00053,U6942,Guest,Checkout,/checkout,POST,200,443
2026-08-07 20:48:54,S00053,U6942,Guest,Orders,/cancel-order,POST,200,375
2026-08-07 20:49:03,S00053,U6942,Guest,Authentication,/logout,GET,200,56
2026-08-07 20:27:35,S00054,U2124,Premium,Authentication,/login,POST,200,139
2026-08-07 20:27:41,S00054,U2124,Premium,Catalog,/products,GET,200,252
2026-08-07 20:27:47,S00054,U2124,Premium,Search,/search,GET,200,216
2026-08-07 20:27:54,S00054,U2124,Premium,Catalog,/product,GET,200,148
2026-08-07 20:27:56,S00054,U2124,Premium,Cart,/cart,POST,200,217
2026-08-07 20:28:05,S00054,U2124,Premium,Checkout,/checkout,POST,200,681
2026-08-07 20:28:15,S00054,U2124,Premium,Payment,/payment,POST,200,853
2026-08-07 21:03:07,S00055,U9619,Guest,Homepage,/homepage,GET,200,48
2026-08-07 21:03:25,S00055,U9619,Guest,Catalog,/products,GET,200,251
2026-08-07 21:03:43,S00055,U9619,Guest,Search,/search,GET,200,263
2026-08-07 21:03:46,S00055,U9619,Guest,Homepage,/exit,GET,200,43
2026-08-07 20:02:21,S00056,U5941,Buyer,Authentication,/login,POST,503,95
2026-08-07 20:02:35,S00056,U5941,Buyer,Catalog,/products,GET,200,209
2026-08-07 20:02:52,S00056,U5941,Buyer,Search,/search,GET,200,377
2026-08-07 20:02:56,S00056,U5941,Buyer,Catalog,/product,GET,200,202
2026-08-07 20:03:00,S00056,U5941,Buyer,Cart,/cart,POST,200,214
2026-08-07 20:03:12,S00056,U5941,Buyer,Checkout,/checkout,POST,503,740
2026-08-07 20:03:30,S00056,U5941,Buyer,Payment,/payment,POST,200,1101
2026-08-07 21:27:29,S00057,U2624,Premium,Authentication,/login,POST,200,135
2026-08-07 21:27:38,S00057,U2624,Premium,Catalog,/products,GET,200,205
2026-08-07 21:27:54,S00057,U2624,Premium,Search,/search,GET,200,354
2026-08-07 21:27:59,S00057,U2624,Premium,Catalog,/product,GET,200,200
2026-08-07 21:28:09,S00057,U2624,Premium,Cart,/cart,POST,404,341
2026-08-07 21:28:26,S00057,U2624,Premium,Checkout,/checkout,POST,200,418
2026-08-07 21:28:30,S00057,U2624,Premium,Payment,/payment,POST,200,895
2026-08-07 21:14:46,S00058,U3131,Premium,Authentication,/login,POST,200,164
